trjFile,tMinTTC,xMinPET,yMinPET,zMinPET,TTC,PET,MaxS,DeltaS,DR,MaxD,MaxDeltaV,ConflictAngle,ClockAngle,ConflictType,PostCrashV,PostCrashHeading,FirstVID,FirstLink,FirstLane,FirstLength,FirstWidth,FirstHeading,FirstVMinTTC,FirstDeltaV,xFirstCSP,yFirstCSP,xFirstCEP,yFirstCEP,SecondVID,SecondLink,SecondLane,SecondLength,SecondWidth,SecondHeading,SecondVMinTTC,SecondDeltaV,xSecondCSP,ySecondCSP,xSecondCEP,ySecondCEP,P(UEA),mTTC,mPET,
S000002_003.trj,3510.80,207.03,137.96,0.00,2.20,2.30,15.88,1.96,-0.01,-3.10,1.03,0.00,5:59,rear end,14.94,89.99,1856,3,1,4.14,2.08,89.99,13.90,1.03,207.03,136.58,207.04,172.46,1861,3,1,4.75,2.03,89.99,15.86,0.93,207.03,96.17,207.04,153.68,0.00,99.00,0.09,
S000002_003.trj,3513.40,203.74,158.05,0.00,2.30,3.30,14.09,4.67,-0.56,-3.23,2.33,0.00,5:59,rear end,11.75,89.99,1858,3,2,4.75,2.03,89.99,9.42,2.33,203.74,157.12,203.74,174.94,1862,3,2,4.75,2.03,89.99,14.09,2.33,203.73,110.62,203.74,165.10,0.00,1.00,0.26,
S000002_003.trj,3514.70,232.05,201.18,0.00,2.70,3.10,6.50,4.99,-2.50,-2.77,2.61,-4.67,6:09,lane change,3.90,180.94,1848,2,1,4.99,2.12,184.66,1.52,2.38,232.20,201.18,210.72,199.43,1859,2,1,4.75,2.03,179.99,6.50,2.61,250.49,201.18,229.54,201.18,0.25,0.40,99.00,
S000002_003.trj,3521.80,198.00,232.02,0.00,2.30,3.30,15.18,5.18,-0.58,-3.35,2.80,3.09,5:54,lane change,12.39,271.70,1865,4,2,4.50,2.11,269.97,10.04,2.37,198.01,235.81,197.99,216.14,1866,4,1,4.20,1.91,273.05,15.18,2.80,194.74,284.16,197.83,226.03,0.00,99.00,0.16,
S000002_003.trj,3557.30,198.01,235.13,0.00,1.70,2.60,3.33,3.33,-2.31,-2.31,1.70,-10.18,6:20,rear end,1.70,259.79,1876,4,2,4.41,2.05,269.96,0.00,1.70,198.01,235.13,198.00,233.80,1888,4,2,4.50,2.11,259.79,3.33,1.62,198.01,244.89,197.08,239.75,1.00,0.30,99.00,
S000002_004.trj,905.80,207.03,135.52,0.00,2.90,1.50,13.87,0.27,-0.53,-0.53,0.14,0.00,6:00,rear end,13.74,89.99,451,3,1,4.14,2.08,89.99,13.60,0.14,207.03,132.80,207.04,154.18,453,3,1,4.75,2.03,89.99,13.87,0.13,207.03,107.53,207.03,131.10,0.00,99.00,99.00,
S000002_004.trj,906.80,203.73,139.46,0.00,1.80,2.50,14.16,0.49,-0.36,-2.69,0.26,0.00,5:59,rear end,13.90,89.99,450,3,2,4.78,2.02,89.99,13.66,0.23,203.73,139.46,203.74,174.83,452,3,2,4.33,1.99,89.99,14.16,0.26,203.73,101.74,203.74,165.01,0.00,99.00,0.08,
S000002_004.trj,909.30,207.02,145.18,0.00,1.70,2.70,13.42,0.89,-0.53,-3.06,0.45,0.00,6:00,rear end,12.97,89.99,453,3,1,4.75,2.03,89.99,12.53,0.44,207.03,140.39,207.04,169.09,454,3,1,4.50,2.11,89.99,13.42,0.45,207.03,100.90,207.04,158.92,0.00,99.00,0.10,
S000002_004.trj,945.80,197.99,215.24,0.00,2.80,2.90,15.31,15.19,-1.58,-2.88,7.67,0.00,6:00,rear end,7.65,269.96,461,4,2,4.78,2.02,269.96,0.13,7.52,197.99,216.42,197.98,197.49,471,4,2,4.50,2.11,269.96,15.31,7.67,198.02,265.92,198.00,219.35,0.00,99.00,99.00,
S000002_004.trj,948.50,207.03,102.89,0.00,1.70,2.70,14.23,0.88,-0.60,-3.58,0.44,1.44,5:57,lane change,13.83,90.73,472,3,1,4.50,2.11,89.99,13.42,0.44,207.03,102.89,207.03,135.74,474,3,1,4.59,2.04,91.43,14.23,0.44,207.02,63.22,205.45,125.98,0.00,99.00,0.10,
S000002_004.trj,948.50,207.03,118.98,0.00,2.60,3.70,13.01,3.66,-1.27,-3.96,1.98,-2.69,6:05,lane change,11.04,88.54,472,3,1,4.50,2.11,89.99,9.39,1.68,207.03,118.98,207.03,135.97,475,3,2,4.20,1.91,87.30,13.01,1.98,204.71,75.13,207.03,124.21,0.00,99.00,0.30,
S000002_004.trj,966.00,244.36,201.18,0.00,2.50,3.60,15.43,6.07,-0.53,-2.98,3.13,-0.03,6:00,rear end,12.49,179.97,478,2,1,4.32,2.06,179.99,9.36,3.13,244.36,201.18,227.00,201.18,480,2,1,4.50,2.11,179.96,15.43,2.93,294.91,201.14,237.93,201.18,0.00,99.00,0.67,
S000002_004.trj,982.60,189.96,201.96,0.00,2.70,2.10,7.36,7.46,-4.07,-4.07,3.82,77.59,3:25,lane change,4.48,238.89,482,10003,1,4.14,2.08,183.65,3.57,3.82,189.96,201.96,177.98,201.20,484,4,1,4.41,2.05,261.23,7.36,3.65,194.69,214.75,193.17,204.86,0.00,99.00,99.00,
S000002_004.trj,989.60,182.05,191.83,0.00,1.60,2.50,3.05,3.05,-2.27,-2.27,1.61,0.00,6:00,rear end,1.61,359.99,476,1,2,4.33,1.99,359.99,0.00,1.61,181.96,191.83,191.67,191.83,488,1,2,4.75,2.03,359.99,3.05,1.44,172.58,191.83,177.61,191.83,1.00,0.30,99.00,
S000002_004.trj,993.50,231.70,197.88,0.00,1.70,2.20,4.05,3.94,-2.61,-3.76,2.22,0.00,6:00,rear end,1.83,179.99,489,2,2,4.33,1.99,179.99,0.11,1.73,232.02,197.88,207.66,197.89,492,2,2,3.56,1.88,179.99,4.05,2.22,242.05,197.88,227.98,197.88,0.00,99.00,1.00,
S000002_004.trj,1007.40,194.71,244.91,0.00,2.20,3.10,14.43,3.49,-0.53,-3.00,1.96,0.00,6:00,rear end,12.47,269.96,503,4,1,4.33,1.99,269.96,10.94,1.53,194.71,244.91,194.70,222.49,506,4,1,3.56,1.88,269.96,14.43,1.96,194.74,290.23,194.70,233.49,0.00,1.30,99.00,
S000002_004.trj,1010.80,194.72,252.98,0.00,2.10,3.00,15.28,3.92,-0.55,-3.12,2.25,0.00,6:00,rear end,13.61,269.96,506,4,1,3.56,1.88,269.96,11.36,2.25,194.72,252.98,194.70,228.42,511,4,1,4.41,2.05,269.96,15.28,1.67,194.74,299.30,194.71,238.29,0.00,1.20,99.00,
S000002_004.trj,1025.40,205.61,132.36,0.00,1.80,2.60,13.82,3.14,-0.53,-3.04,1.57,-6.05,6:12,lane change,12.37,92.67,518,3,1,4.14,2.08,96.04,10.96,1.57,206.68,122.23,203.75,149.89,520,3,2,4.33,1.99,89.99,13.82,1.57,203.72,83.67,203.73,141.20,0.00,99.00,0.20,
S000002_004.trj,1031.60,207.03,100.48,0.00,1.70,2.70,14.09,2.01,-0.71,-1.73,1.05,0.00,5:59,rear end,13.04,89.99,523,3,1,4.75,2.03,89.99,12.08,0.96,207.03,100.48,207.03,133.49,524,3,1,4.32,2.06,89.99,14.09,1.05,207.02,63.93,207.03,121.49,0.00,1.80,99.00,
S000002_004.trj,1038.00,245.86,197.88,0.00,1.70,3.00,15.43,3.33,-0.55,-3.13,1.69,0.00,6:00,rear end,13.79,179.99,525,2,2,4.33,1.99,179.99,12.10,1.69,245.86,197.88,219.86,197.88,530,2,2,4.32,2.06,179.99,15.43,1.64,293.26,197.87,230.36,197.88,0.00,1.40,0.15,
S000002_004.trj,1040.20,198.01,237.00,0.00,2.70,2.80,2.52,2.05,-2.96,-2.96,1.02,0.00,6:00,rear end,1.50,269.96,519,4,2,4.75,2.03,269.96,0.48,1.02,198.01,237.17,198.00,231.77,527,4,2,4.78,2.02,269.96,2.52,1.02,198.01,247.30,198.01,241.70,1.00,0.50,99.00,
S000002_004.trj,1045.40,194.71,248.40,0.00,2.40,4.10,1.58,1.39,-2.22,-2.22,0.74,-10.06,6:20,lane change,0.85,271.22,528,4,1,4.99,2.12,280.02,0.20,0.65,194.71,248.47,196.38,239.05,531,4,1,4.59,2.04,269.96,1.58,0.74,194.72,256.52,194.72,253.06,1.00,0.50,99.00,
S000002_004.trj,1079.80,181.99,191.83,0.00,1.80,2.50,5.23,5.23,-2.26,-4.07,2.63,0.27,5:59,rear end,2.63,0.26,536,1,2,4.32,2.06,359.99,0.00,2.63,181.85,191.83,191.93,191.83,541,1,2,4.41,2.05,0.26,5.23,2.59,167.98,191.79,177.80,191.83,0.00,0.30,99.00,
S000002_004.trj,1081.70,174.87,191.83,0.00,2.80,1.40,4.41,1.92,-1.06,-1.06,1.03,-0.01,6:00,rear end,3.53,359.99,541,1,2,4.41,2.05,0.00,2.50,1.03,174.62,191.83,198.86,191.83,545,1,2,4.99,2.12,359.99,4.41,0.88,164.60,191.84,180.09,191.83,0.50,0.50,99.00,
S000002_004.trj,1084.70,194.72,260.21,0.00,2.60,1.50,14.30,2.70,-0.54,-1.37,1.41,0.00,5:59,rear end,13.02,269.96,548,4,1,4.50,2.11,269.96,14.30,1.29,194.72,260.21,194.70,227.17,547,4,1,4.33,1.99,269.96,11.60,1.41,194.73,281.20,194.71,247.59,0.00,99.00,0.13,
S000002_004.trj,1087.70,194.71,244.28,0.00,1.80,2.50,15.59,3.99,-0.55,-3.58,2.02,0.00,6:00,rear end,13.63,269.96,547,4,1,4.33,1.99,269.96,11.60,2.02,194.72,253.36,194.70,223.69,553,4,1,4.32,2.06,269.96,15.59,1.96,194.74,296.08,194.71,236.29,0.25,1.10,99.00,
S000002_004.trj,1119.20,198.01,249.28,0.00,2.00,3.30,15.88,4.87,-0.54,-3.07,2.49,0.00,6:00,rear end,13.50,269.96,567,4,2,4.41,2.05,269.96,11.01,2.49,198.02,252.45,198.00,230.12,573,4,2,4.50,2.11,269.96,15.88,2.38,198.05,303.20,198.01,240.27,0.00,99.00,0.56,
S000002_004.trj,1123.40,194.72,262.36,0.00,2.30,3.30,14.57,4.68,-0.55,-3.13,2.39,0.00,6:00,rear end,12.29,269.96,572,4,1,4.41,2.05,269.96,9.90,2.39,194.72,262.36,194.71,242.71,576,4,1,4.50,2.11,269.96,14.57,2.28,194.75,309.51,194.72,252.71,0.00,1.00,0.56,
S000002_004.trj,1125.00,207.04,176.46,0.00,2.50,2.30,15.05,15.05,-1.00,-3.10,7.52,0.00,6:00,rear end,7.52,89.99,546,3,1,4.75,2.03,89.99,0.00,7.52,207.04,174.67,207.04,189.83,575,3,1,4.75,2.03,89.99,15.05,7.52,207.03,125.41,207.04,171.73,0.00,99.00,99.00,
S000002_004.trj,1126.60,203.74,169.40,0.00,2.30,2.50,12.14,12.14,-2.94,-3.38,6.41,-1.86,6:04,rear end,5.73,88.13,566,3,2,4.75,2.03,89.99,0.00,5.73,203.74,168.49,203.74,181.45,577,3,2,4.33,1.99,88.13,12.14,6.41,203.73,133.23,204.76,164.78,0.50,0.30,99.00,
S000002_004.trj,1125.70,198.03,275.20,0.00,1.80,2.40,13.62,0.23,-0.56,-3.23,0.12,0.00,6:00,rear end,13.51,269.96,574,4,2,4.50,2.11,269.96,13.39,0.12,198.03,277.84,198.01,243.97,578,4,2,4.99,2.12,269.96,13.62,0.11,198.05,314.63,198.02,255.18,0.00,99.00,0.21,
S000002_004.trj,1126.20,194.74,284.87,0.00,1.80,2.60,16.01,2.10,-0.56,-3.14,1.08,0.00,5:59,rear end,14.93,269.96,576,4,1,4.50,2.11,269.96,13.91,1.02,194.74,284.87,194.71,249.67,581,4,1,4.32,2.06,269.96,16.01,1.08,194.76,329.20,194.72,260.06,0.00,99.00,0.07,
S000002_004.trj,1136.30,194.72,256.21,0.00,1.80,2.40,6.26,6.20,-2.38,-3.16,3.37,5.35,5:49,lane change,3.43,275.28,581,4,1,4.32,2.06,269.96,0.06,3.37,194.72,256.66,194.71,236.83,583,4,1,4.99,2.12,275.32,6.26,2.83,194.73,272.49,196.66,251.77,0.00,99.00,99.00,
S000002_004.trj,1171.90,175.41,191.83,0.00,1.90,2.50,4.98,4.73,-2.63,-4.55,2.55,0.00,6:00,rear end,2.80,359.99,593,1,2,4.41,2.05,359.99,0.25,2.55,175.14,191.83,184.07,191.83,600,1,2,4.99,2.12,359.99,4.98,2.18,162.22,191.84,170.74,191.83,1.00,0.30,99.00,
S000002_004.trj,1221.30,194.71,235.24,0.00,3.00,3.40,3.24,2.62,-5.09,-5.09,1.31,0.00,6:00,rear end,1.93,269.96,612,4,1,4.59,2.04,269.96,0.62,1.31,194.71,235.24,194.70,227.97,619,4,1,4.59,2.04,269.96,3.24,1.31,194.71,247.56,194.71,239.82,0.50,0.50,99.00,
S000002_004.trj,1262.00,170.30,188.53,0.00,2.00,3.50,2.35,2.35,-2.03,-2.03,1.38,0.00,5:59,rear end,1.38,359.99,627,1,1,3.56,1.88,359.99,0.00,1.38,170.26,188.53,181.59,188.53,636,1,1,4.50,2.11,359.99,2.35,0.97,161.56,188.54,166.33,188.54,1.00,0.30,99.00,
S000002_004.trj,1260.50,141.33,188.54,0.00,1.70,2.90,13.63,2.24,-0.20,-3.49,1.17,0.00,6:00,rear end,12.45,359.99,636,1,1,4.50,2.11,359.99,11.39,1.07,139.11,188.54,167.61,188.53,638,1,1,4.14,2.08,359.99,13.63,1.17,97.54,188.55,159.61,188.54,0.00,1.85,99.00,
S000002_004.trj,1261.50,116.60,188.54,0.00,2.30,2.10,13.88,0.41,0.00,-5.18,0.21,0.71,5:59,rear end,13.68,0.34,638,1,1,4.14,2.08,359.99,13.51,0.20,116.60,188.54,163.70,188.54,639,1,1,4.20,1.91,0.70,13.88,0.21,84.77,188.55,153.11,189.39,0.00,99.00,0.23,
S000002_004.trj,1264.70,163.28,191.84,0.00,2.70,3.50,8.82,8.82,-2.47,-5.18,4.82,4.33,5:51,lane change,4.01,4.32,631,1,2,4.75,2.03,359.99,0.00,4.01,163.10,191.84,177.18,191.83,639,1,1,4.20,1.91,4.32,8.82,4.82,134.14,188.54,158.96,190.41,0.00,99.00,99.00,
S000002_004.trj,1304.10,207.04,174.78,0.00,2.40,4.40,1.91,1.91,-1.85,-1.85,0.96,0.00,6:00,rear end,0.95,89.99,641,3,1,4.75,2.03,89.99,0.00,0.95,207.04,174.78,207.04,191.63,651,3,1,4.50,2.11,89.99,1.91,0.96,207.04,165.58,207.04,170.51,1.00,0.40,99.00,
S000002_004.trj,1307.50,198.00,230.11,0.00,2.00,3.70,1.69,1.69,-1.72,-1.72,0.88,0.00,6:00,rear end,0.88,269.96,646,4,2,4.75,2.03,269.96,0.00,0.88,198.00,230.11,198.00,218.83,653,4,2,4.99,2.12,269.96,1.69,0.81,198.01,238.25,198.01,234.92,0.50,0.40,99.00,
S000002_004.trj,1334.90,252.77,197.88,0.00,1.80,2.70,14.59,1.23,-0.54,-3.08,0.61,2.91,5:54,lane change,14.09,181.50,668,2,2,4.75,2.03,179.99,13.59,0.61,254.12,197.88,220.25,197.88,670,2,1,4.75,2.03,182.90,14.59,0.61,294.47,201.17,229.84,197.90,0.00,99.00,0.10,
S000002_004.trj,1350.30,194.73,269.04,0.00,3.00,1.10,14.40,1.56,0.00,0.00,0.86,0.00,6:00,rear end,13.54,269.96,677,4,1,4.33,1.99,269.96,14.40,0.86,194.73,269.04,194.72,253.77,680,4,1,4.99,2.12,269.96,12.84,0.70,194.74,287.54,194.73,273.42,0.00,99.00,0.02,
S000002_004.trj,1351.90,225.49,197.89,0.00,2.30,2.50,10.78,10.29,-2.94,-2.94,5.19,-0.01,6:00,rear end,5.58,179.99,670,2,2,4.75,2.03,180.00,0.49,5.10,226.91,197.89,200.24,197.89,678,2,2,4.50,2.11,179.99,10.78,5.19,254.74,197.88,220.87,197.88,0.00,99.00,1.83,
S000002_004.trj,1390.30,207.03,136.07,0.00,1.80,2.80,13.82,1.57,-0.54,-3.09,0.80,0.00,5:59,rear end,13.05,89.99,705,3,1,4.33,1.99,89.99,12.25,0.80,207.03,134.86,207.04,162.20,708,3,1,4.32,2.06,89.99,13.82,0.78,207.02,93.55,207.03,151.47,0.00,2.60,0.19,
S000002_004.trj,1400.10,207.04,156.54,0.00,2.80,2.90,10.38,10.38,-1.23,-2.00,5.41,0.00,6:00,rear end,5.41,89.99,708,3,1,4.32,2.06,89.99,0.00,5.41,207.04,155.76,207.04,170.60,713,3,1,4.78,2.02,89.99,10.38,4.97,207.03,120.15,207.04,152.25,0.00,99.00,99.00,
S000002_004.trj,1427.80,138.75,188.54,0.00,1.80,3.10,15.39,4.39,-0.55,-3.13,2.25,-2.99,6:06,lane change,13.16,358.28,728,1,1,4.59,2.04,359.99,11.05,2.14,138.75,188.54,162.97,188.54,730,1,2,4.32,2.06,357.00,15.39,2.25,91.43,191.85,153.67,188.58,0.00,99.00,0.26,
S000002_004.trj,1443.70,233.03,201.18,0.00,1.80,2.50,5.17,4.86,-2.63,-3.76,2.49,0.00,5:59,rear end,2.68,179.99,732,2,1,4.50,2.11,179.99,0.31,2.37,233.40,201.18,224.13,201.18,737,2,1,4.41,2.05,179.99,5.17,2.49,246.47,201.18,237.47,201.18,0.00,0.30,99.00,
S000002_004.trj,1472.80,248.11,199.77,0.00,2.80,2.20,14.30,1.44,-0.47,-2.63,0.78,3.60,5:53,rear end,13.74,178.40,751,2,1,4.41,2.05,176.39,13.13,0.78,249.41,199.66,225.39,201.17,754,2,2,4.99,2.12,179.99,14.28,0.66,284.44,197.87,251.97,197.88,0.00,99.00,99.00,
S000002_004.trj,1496.90,219.87,199.58,0.00,0.00,0.00,15.57,15.57,-0.54,-3.07,8.21,42.64,4:35,lane change,7.36,179.99,754,2,1,4.99,2.12,137.35,0.00,7.36,219.87,199.58,219.87,199.58,759,2,2,4.50,2.11,179.99,15.57,8.21,270.15,197.87,224.35,197.88,0.00,99.00,99.00,
S000002_004.trj,1530.60,182.12,188.53,0.00,2.00,2.40,6.89,6.10,-3.25,-4.21,3.22,0.00,6:00,rear end,3.68,359.99,757,1,1,4.99,2.12,359.99,0.79,2.89,181.63,188.53,192.52,188.53,773,1,1,4.50,2.11,359.99,6.89,3.22,164.87,188.54,177.40,188.53,0.50,0.30,99.00,
S000002_004.trj,1532.00,175.66,191.83,0.00,1.80,2.30,5.19,4.91,-2.92,-3.12,2.59,0.00,5:59,rear end,2.87,359.99,771,1,2,4.50,2.11,359.99,0.28,2.59,175.26,191.83,184.08,191.83,775,1,2,4.99,2.12,359.99,5.19,2.32,162.16,191.84,170.99,191.83,0.50,0.30,99.00,
S000002_004.trj,1532.80,233.00,197.88,0.00,1.70,3.20,2.48,2.48,-2.11,-2.11,1.25,0.00,6:00,rear end,1.25,179.99,767,2,2,4.50,2.11,179.99,0.00,1.25,233.07,197.88,223.19,197.88,776,2,2,4.75,2.03,179.99,2.48,1.23,241.87,197.88,237.60,197.88,1.00,0.30,99.00,
S000002_004.trj,1535.20,232.79,201.18,0.00,2.90,3.40,6.23,4.80,-1.92,-1.92,2.46,0.00,6:00,rear end,3.88,179.99,770,2,1,4.33,1.99,179.99,1.43,2.46,232.94,201.18,223.67,201.18,777,2,1,4.41,2.05,179.99,6.23,2.34,251.06,201.18,237.08,201.18,0.25,0.40,99.00,
S000002_004.trj,1572.00,139.73,188.54,0.00,2.30,2.10,14.47,0.05,-0.53,-3.03,0.03,0.00,6:00,rear end,14.44,359.99,794,1,1,4.33,1.99,359.99,14.47,0.02,139.73,188.54,177.30,188.53,797,1,1,4.20,1.91,359.99,14.42,0.03,105.58,188.55,157.68,188.54,0.00,99.00,0.38,
S000002_004.trj,1575.50,203.74,175.66,0.00,2.00,2.40,6.63,6.63,-2.69,-4.86,3.60,0.00,6:00,rear end,3.60,89.99,787,3,2,4.32,2.06,89.99,0.00,3.60,203.74,175.32,203.74,186.68,796,3,2,4.99,2.12,89.99,6.63,3.03,203.74,158.75,203.74,171.14,0.00,99.00,1.07,
S000002_004.trj,1577.00,207.04,168.84,0.00,2.10,2.90,4.24,3.66,-3.38,-4.87,1.84,0.00,5:59,rear end,2.43,89.99,793,3,1,4.32,2.06,89.99,0.59,1.84,207.04,168.71,207.04,177.56,798,3,1,4.41,2.05,89.99,4.24,1.81,207.04,156.69,207.04,164.49,1.00,0.30,99.00,
S000002_004.trj,1620.00,218.84,197.88,0.00,2.30,2.40,12.52,12.52,-3.12,-3.12,6.26,0.00,6:00,rear end,6.26,179.99,804,2,2,4.50,2.11,179.99,0.00,6.26,220.13,197.88,204.76,197.89,817,2,2,4.50,2.11,179.99,12.52,6.26,255.02,197.88,223.23,197.88,0.00,99.00,99.00,
S000002_004.trj,1618.80,198.02,265.96,0.00,2.70,1.90,16.04,0.22,-0.55,-3.10,0.11,0.00,6:00,rear end,15.94,269.96,818,4,2,4.32,2.06,269.96,15.82,0.11,198.02,265.96,198.00,229.18,820,4,2,4.50,2.11,269.96,16.04,0.10,198.04,299.32,198.02,252.98,0.00,99.00,0.49,
S000002_004.trj,1625.90,157.69,188.54,0.00,2.10,3.10,3.49,3.13,-2.77,-4.89,1.59,0.00,5:59,rear end,1.95,359.99,811,1,1,4.14,2.08,359.99,0.36,1.59,157.59,188.54,166.72,188.54,821,1,1,4.32,2.06,359.99,3.49,1.54,146.90,188.54,153.50,188.54,0.50,0.30,99.00,
S000002_004.trj,1624.60,137.96,188.54,0.00,2.50,3.40,15.06,5.42,-1.11,-2.07,2.73,2.39,5:55,lane change,12.38,1.46,821,1,1,4.32,2.06,359.99,9.67,2.73,131.88,188.54,151.77,188.54,822,1,1,4.41,2.05,2.38,15.06,2.69,84.38,188.55,138.62,190.81,0.00,99.00,99.00,
S000002_004.trj,1628.70,207.03,120.00,0.00,2.50,2.00,15.75,0.51,-0.52,-2.94,0.26,0.00,6:00,rear end,15.49,89.99,825,3,1,4.75,2.03,89.99,15.24,0.25,207.03,120.00,207.04,160.27,827,3,1,4.41,2.05,89.99,15.75,0.26,207.02,84.83,207.03,138.56,0.00,99.00,0.12,
S000002_004.trj,1633.30,258.46,201.18,0.00,3.00,1.90,15.03,0.15,-0.20,-1.13,0.08,0.00,5:59,rear end,14.96,179.99,828,2,1,4.50,2.11,179.99,15.03,0.08,258.46,201.18,233.73,201.18,829,2,1,4.50,2.11,179.99,14.88,0.08,289.56,201.17,261.68,201.18,0.00,99.00,99.00,
S000002_004.trj,1658.40,198.01,244.16,0.00,3.00,3.90,14.54,6.02,-0.52,-2.95,3.43,3.43,5:53,lane change,11.12,271.89,837,4,2,4.32,2.06,269.96,8.55,2.59,198.01,244.16,198.00,229.85,841,4,1,3.56,1.88,273.39,14.54,3.43,194.73,293.23,197.41,247.98,0.00,0.80,99.00,
S000002_004.trj,1677.30,246.79,197.88,0.00,2.10,3.30,15.01,4.47,-0.54,-3.04,2.31,0.00,6:00,rear end,12.70,179.99,848,2,2,4.78,2.02,179.99,10.54,2.16,247.83,197.88,227.07,197.88,850,2,2,4.41,2.05,179.99,15.01,2.31,296.44,197.87,237.52,197.88,0.00,1.10,99.00,
S000002_004.trj,1707.10,194.72,252.11,0.00,2.20,2.10,13.84,0.07,-0.54,-3.07,0.04,0.00,6:00,rear end,13.34,269.96,862,4,1,4.33,1.99,269.96,13.31,0.04,194.72,252.11,194.70,219.84,864,4,1,4.41,2.05,269.96,13.38,0.03,194.74,285.51,194.71,239.28,0.00,99.00,0.07,
S000002_004.trj,1712.60,234.12,197.88,0.00,2.00,3.90,1.65,1.65,-1.71,-1.71,0.84,0.00,6:00,rear end,0.84,179.99,850,2,2,4.41,2.05,179.99,0.00,0.84,234.12,197.88,223.60,197.88,865,2,2,4.59,2.04,179.99,1.65,0.81,241.81,197.88,238.39,197.88,1.00,0.40,99.00,
S000002_004.trj,1737.90,196.54,241.11,0.00,2.00,3.40,16.08,6.61,-0.55,-3.08,3.33,-4.85,6:10,rear end,12.84,271.75,877,4,2,4.50,2.11,274.81,9.56,3.33,196.33,242.97,197.99,223.27,879,4,2,4.78,2.02,269.96,16.08,3.27,198.04,294.23,198.00,232.85,0.00,99.00,0.20,
S000002_004.trj,1758.80,203.74,161.87,0.00,2.00,2.60,5.43,4.94,-2.86,-3.96,2.47,0.00,6:00,rear end,2.96,89.99,881,3,2,4.50,2.11,89.99,0.49,2.47,203.74,161.52,203.74,170.70,886,3,2,4.50,2.11,89.99,5.43,2.47,203.73,147.62,203.74,157.39,0.50,0.30,99.00,
S000002_004.trj,1759.10,207.04,161.95,0.00,2.30,2.50,8.73,8.31,-2.41,-2.41,4.38,0.99,5:58,rear end,4.35,89.94,871,3,1,4.99,2.12,89.00,0.41,3.93,207.04,160.82,207.41,182.36,889,3,1,4.50,2.11,89.99,8.73,4.38,207.03,137.18,207.04,166.37,0.50,0.30,99.00,
S000002_004.trj,1763.50,162.52,188.54,0.00,2.30,2.50,13.85,8.00,-0.54,-3.12,4.23,0.00,6:00,rear end,10.07,359.99,888,1,1,4.33,1.99,359.99,5.84,4.23,158.44,188.54,173.84,188.53,892,1,1,4.78,2.02,359.99,13.84,3.77,120.77,188.54,157.99,188.54,0.00,99.00,0.44,
S000002_004.trj,1784.40,154.70,191.84,0.00,1.80,2.90,14.09,1.33,-0.54,-3.08,0.70,3.10,5:54,lane change,13.50,1.52,895,1,2,4.32,2.06,359.99,12.98,0.63,152.17,191.84,182.07,191.83,897,1,1,4.20,1.91,3.09,14.09,0.70,110.87,188.55,171.24,191.80,0.00,99.00,0.14,
S000002_004.trj,1798.00,194.72,260.05,0.00,2.60,2.00,15.84,1.57,-0.56,-3.15,0.80,-1.03,6:02,rear end,15.08,269.41,900,4,1,4.14,2.08,269.96,14.29,0.80,194.72,260.05,194.70,225.01,902,4,1,4.41,2.05,268.93,15.84,0.77,195.60,295.16,194.71,247.40,0.00,99.00,0.09,
S000002_004.trj,1808.70,196.42,238.62,0.00,1.80,3.10,15.57,5.19,-0.54,-3.06,2.62,-4.15,6:08,rear end,12.99,271.65,906,4,2,4.75,2.03,274.11,10.46,2.57,196.32,239.65,197.99,216.42,910,4,2,4.50,2.11,269.96,15.57,2.62,198.04,287.53,198.00,225.43,0.00,99.00,0.24,
S000002_004.trj,1820.00,198.01,247.13,0.00,2.70,3.50,14.27,4.95,-0.53,-3.00,3.03,0.00,5:59,rear end,11.24,269.96,914,4,2,4.99,2.12,269.96,9.32,1.92,198.01,247.13,198.00,230.50,916,4,2,3.56,1.88,269.96,14.27,3.03,198.04,294.99,198.01,241.15,0.00,99.00,0.16,
S000002_004.trj,1827.10,194.72,266.58,0.00,1.80,3.10,16.08,4.14,-0.55,-3.12,2.16,0.00,6:00,rear end,13.93,269.96,919,4,1,4.75,2.03,269.96,11.94,1.99,194.73,267.76,194.71,242.15,923,4,1,4.32,2.06,269.96,16.08,2.16,194.76,317.74,194.72,253.20,0.00,1.20,99.00,
S000002_004.trj,1845.50,198.04,290.66,0.00,3.00,1.90,15.59,2.12,-0.54,-2.12,1.15,0.00,5:59,rear end,14.44,269.96,932,4,2,4.99,2.12,269.96,13.47,0.97,198.04,290.66,198.02,267.48,934,4,2,4.32,2.06,269.96,15.59,1.15,198.06,324.52,198.04,295.10,0.00,99.00,0.09,
S000002_004.trj,1855.50,198.02,254.97,0.00,1.70,2.10,5.43,5.43,-2.58,-4.47,2.86,-5.48,6:11,rear end,2.58,264.48,934,4,2,4.32,2.06,269.96,0.00,2.58,198.02,255.12,198.01,249.44,937,4,2,4.20,1.91,264.48,5.43,2.86,198.03,268.80,197.11,259.27,0.00,99.00,99.00,
S000002_004.trj,1854.80,194.71,249.13,0.00,2.90,4.40,6.75,6.43,-2.70,-4.47,3.38,-6.91,6:14,lane change,3.37,263.40,923,4,1,4.32,2.06,269.96,0.32,3.05,194.71,249.21,194.71,235.58,937,4,2,4.20,1.91,263.06,6.75,3.38,198.03,271.85,195.77,253.28,0.00,99.00,0.72,
