trjFile,tMinTTC,xMinPET,yMinPET,zMinPET,TTC,PET,MaxS,DeltaS,DR,MaxD,MaxDeltaV,ConflictAngle,ClockAngle,ConflictType,PostCrashV,PostCrashHeading,FirstVID,FirstLink,FirstLane,FirstLength,FirstWidth,FirstHeading,FirstVMinTTC,FirstDeltaV,xFirstCSP,yFirstCSP,xFirstCEP,yFirstCEP,SecondVID,SecondLink,SecondLane,SecondLength,SecondWidth,SecondHeading,SecondVMinTTC,SecondDeltaV,xSecondCSP,ySecondCSP,xSecondCEP,ySecondCEP,P(UEA),mTTC,mPET,
S000001_002.trj,2970.70,174.97,191.83,0.00,2.20,3.80,1.83,1.83,-1.78,-1.78,0.96,-0.01,6:00,rear end,0.96,359.98,1555,1,2,4.33,1.99,359.99,0.00,0.96,174.97,191.83,187.42,191.83,1561,1,2,4.75,2.03,359.98,1.83,0.86,166.52,191.84,170.56,191.83,1.00,0.40,99.00,
S000001_002.trj,2974.10,169.28,191.83,0.00,2.40,2.80,9.16,8.59,-2.71,-2.93,5.07,0.00,5:59,rear end,4.09,359.99,1561,1,2,4.75,2.03,359.99,0.57,3.52,168.20,191.84,183.75,191.83,1567,1,2,3.56,1.88,359.99,9.16,5.07,144.15,191.84,165.37,191.84,0.00,0.30,99.00,
S000001_002.trj,2975.10,239.94,201.18,0.00,2.00,2.90,4.29,4.12,-2.41,-4.17,2.14,0.00,6:00,rear end,2.15,179.99,1554,2,1,4.59,2.04,179.99,0.17,1.98,240.09,201.18,230.43,201.18,1566,2,1,4.33,1.99,179.99,4.29,2.14,252.15,201.18,244.36,201.18,1.00,0.30,99.00,
S000001_002.trj,2975.00,240.60,197.88,0.00,1.80,2.80,3.42,3.40,-2.27,-3.79,1.79,0.00,5:59,rear end,1.81,179.99,1559,2,2,4.20,1.91,179.99,0.02,1.79,240.77,197.88,231.01,197.88,1569,2,2,4.32,2.06,179.99,3.42,1.61,250.86,197.88,244.79,197.88,1.00,0.30,99.00,
S000001_002.trj,2973.00,291.60,197.87,0.00,2.00,2.10,15.52,1.14,-0.76,-3.17,0.57,2.61,5:55,lane change,15.06,181.26,1569,2,2,4.32,2.06,179.99,15.52,0.57,293.14,197.87,243.06,197.88,1570,2,1,4.41,2.05,182.60,14.61,0.57,326.73,201.16,254.25,197.88,0.00,99.00,0.06,
S000001_002.trj,3001.20,194.72,253.24,0.00,1.90,3.10,14.46,3.21,-0.54,-3.09,1.60,0.00,6:00,rear end,12.86,269.96,1577,4,1,4.75,2.03,269.96,11.25,1.60,194.72,253.24,194.70,229.75,1580,4,1,4.75,2.03,269.96,14.46,1.60,194.74,298.92,194.71,242.44,0.00,1.40,0.24,
S000001_002.trj,3003.20,198.02,256.23,0.00,2.00,2.80,13.46,1.63,-0.54,-3.14,0.82,0.00,6:00,rear end,12.65,269.96,1579,4,2,4.59,2.04,269.96,11.83,0.82,198.02,256.23,198.00,230.25,1581,4,2,4.50,2.11,269.96,13.46,0.81,198.04,297.08,198.01,245.64,0.00,2.50,0.19,
S000001_002.trj,3022.50,194.71,242.96,0.00,2.10,2.90,3.65,3.16,-2.44,-4.79,1.84,2.79,5:54,rear end,2.33,272.51,1589,4,1,3.56,1.88,269.96,0.49,1.84,194.71,243.02,194.70,221.53,1595,4,1,4.59,2.04,272.75,3.65,1.32,194.72,253.43,195.35,240.35,1.00,0.30,99.00,
S000001_002.trj,3023.50,261.23,197.88,0.00,1.70,2.50,14.55,0.75,-0.66,-3.87,0.43,0.00,6:00,rear end,14.12,179.99,1596,2,2,4.99,2.12,179.99,13.80,0.32,261.23,197.88,227.58,197.88,1598,2,2,4.20,1.91,179.99,14.55,0.43,301.54,197.87,238.39,197.88,0.00,99.00,0.05,
S000001_002.trj,3064.90,164.14,191.82,0.00,2.00,2.90,3.32,3.16,-2.61,-3.80,1.84,-0.07,6:00,rear end,2.00,359.99,1618,1,2,3.56,1.88,0.06,0.17,1.84,163.99,191.82,174.24,191.83,1621,1,2,4.59,2.04,359.99,3.32,1.32,153.92,191.84,160.12,191.84,1.00,0.30,99.00,
S000001_002.trj,3065.20,239.99,197.88,0.00,1.90,3.20,2.99,2.97,-2.16,-3.54,1.74,0.00,5:59,rear end,1.25,179.99,1603,2,2,4.50,2.11,179.99,0.02,1.23,240.09,197.88,228.71,197.88,1620,2,2,3.56,1.88,179.99,2.99,1.74,249.48,197.88,243.94,197.88,1.00,0.30,99.00,
S000001_002.trj,3089.00,194.72,262.00,0.00,1.70,2.60,15.23,1.72,-0.55,-3.16,0.89,0.00,6:00,rear end,14.40,269.96,1629,4,1,4.41,2.05,269.96,13.51,0.89,194.72,263.34,194.70,229.80,1630,4,1,4.78,2.02,269.96,15.23,0.83,194.75,306.09,194.71,239.14,0.00,99.00,0.20,
S000001_002.trj,3101.80,157.76,188.54,0.00,2.20,3.20,15.26,2.70,-0.19,-3.24,1.40,0.00,6:00,rear end,13.89,359.99,1635,1,1,4.32,2.06,359.99,12.49,1.40,157.76,188.54,181.83,188.53,1637,1,1,4.50,2.11,359.99,15.19,1.31,108.47,188.55,165.10,188.54,0.00,1.80,0.14,
S000001_002.trj,3107.70,198.00,230.03,0.00,3.00,3.90,10.42,10.42,-2.76,-2.76,5.38,5.06,5:50,lane change,5.38,275.03,1634,4,2,4.32,2.06,269.96,0.00,5.38,198.00,230.09,197.99,214.55,1640,4,1,4.50,2.11,275.03,10.42,5.04,194.72,265.42,197.46,234.34,0.00,99.00,99.00,
S000001_002.trj,3122.10,251.10,197.88,0.00,2.20,2.60,15.70,2.58,-0.54,-3.08,1.34,2.45,5:55,lane change,14.40,181.27,1647,2,2,4.78,2.02,179.99,13.20,1.23,259.60,197.88,228.56,197.88,1650,2,1,4.32,2.06,182.44,15.70,1.34,301.17,201.17,243.82,198.72,0.00,99.00,0.11,
S000001_002.trj,3124.70,136.40,188.54,0.00,2.00,2.80,13.59,1.07,-0.53,-3.05,0.57,0.00,5:59,rear end,13.10,359.99,1648,1,1,4.20,1.91,359.99,12.52,0.57,133.95,188.54,162.34,188.54,1651,1,1,4.59,2.04,359.99,13.59,0.49,93.28,188.55,151.93,188.54,0.00,99.00,0.12,
S000001_002.trj,3167.30,207.03,135.10,0.00,2.10,2.00,13.51,0.95,-0.43,-3.58,0.48,0.00,5:59,rear end,13.04,89.99,1665,3,1,4.75,2.03,89.99,13.51,0.47,207.03,135.10,207.04,173.28,1668,3,1,4.50,2.11,89.99,12.56,0.48,207.03,106.20,207.04,155.84,0.00,99.00,0.05,
S000001_002.trj,3185.00,207.03,133.42,0.00,1.80,3.10,13.62,2.75,-0.52,-2.96,1.37,0.00,5:59,rear end,12.25,89.99,1682,3,1,4.32,2.06,89.99,10.87,1.37,207.03,132.35,207.04,154.56,1684,3,1,4.32,2.06,89.99,13.62,1.37,207.02,88.94,207.03,144.04,0.00,99.00,0.23,
S000001_002.trj,3186.30,207.03,108.01,0.00,2.40,2.00,13.77,0.15,-0.27,-3.37,0.07,-0.02,6:00,rear end,13.69,89.98,1684,3,1,4.32,2.06,89.99,13.62,0.07,207.03,108.01,207.03,141.71,1686,3,1,4.32,2.06,89.97,13.77,0.07,207.01,76.61,207.03,122.73,0.00,99.00,0.43,
S000001_002.trj,3189.90,203.73,147.34,0.00,2.10,2.70,14.32,7.77,-0.55,-3.19,4.19,0.00,5:59,rear end,10.13,89.99,1685,3,2,4.99,2.12,89.99,6.55,3.58,203.73,142.82,203.74,161.14,1688,3,2,4.41,2.05,89.99,14.32,4.19,203.73,101.15,203.74,152.64,0.00,99.00,0.44,
S000001_002.trj,3198.70,203.74,154.70,0.00,2.10,3.80,1.90,1.90,-1.77,-1.77,0.98,0.00,6:00,rear end,0.98,89.99,1688,3,2,4.41,2.05,89.99,0.00,0.98,203.74,154.70,203.74,166.56,1692,3,2,4.75,2.03,89.99,1.90,0.92,203.73,146.31,203.73,150.31,1.00,0.40,99.00,
S000001_002.trj,3204.20,207.03,142.14,0.00,0.00,0.00,4.03,0.65,2.12,2.12,0.33,25.58,5:09,rear end,0.33,115.57,1686,3,1,4.32,2.06,89.99,0.00,0.33,207.03,142.14,207.03,142.14,1691,3,1,4.41,2.05,115.57,0.65,0.32,206.79,135.96,205.94,137.75,0.00,99.00,99.00,
S000001_002.trj,3223.00,166.34,188.54,0.00,0.40,1.60,5.05,2.33,-2.74,-2.74,1.28,0.11,5:59,rear end,3.76,359.95,1702,1,1,4.99,2.12,359.88,2.72,1.05,166.34,188.54,168.76,188.54,1705,1,1,4.33,1.99,359.99,5.05,1.28,156.81,188.54,162.51,188.54,0.75,0.40,99.00,
S000001_002.trj,3242.40,226.59,200.91,0.00,2.20,2.20,6.16,5.06,-2.66,-2.85,2.61,2.16,5:56,rear end,3.72,179.68,1695,2,1,4.32,2.06,177.83,1.11,2.61,227.16,200.84,218.64,201.17,1717,2,1,4.50,2.11,179.99,6.16,2.45,242.28,201.18,231.07,201.18,0.50,0.30,99.00,
S000001_002.trj,3241.80,194.73,262.43,0.00,2.20,2.20,14.78,0.15,-0.12,-3.01,0.07,0.01,5:59,rear end,14.55,269.96,1719,4,1,4.32,2.06,269.96,14.62,0.07,194.73,262.43,194.70,225.09,1722,4,1,4.59,2.04,269.96,14.47,0.07,194.74,298.92,194.71,242.52,0.00,99.00,0.33,
S000001_002.trj,3243.90,231.84,197.88,0.00,2.20,2.90,5.75,5.18,-3.19,-4.72,2.95,0.03,5:59,rear end,2.80,179.99,1710,2,2,4.32,2.06,179.96,0.57,2.23,232.12,197.88,219.11,197.89,1720,2,2,3.56,1.88,179.99,5.75,2.95,247.02,197.88,235.66,197.88,1.00,0.30,99.00,
S000001_002.trj,3244.90,168.24,191.83,0.00,2.30,3.40,2.93,2.46,-1.79,-1.79,1.23,0.00,6:00,rear end,1.70,359.99,1715,1,2,4.99,2.12,359.99,0.47,1.23,167.78,191.83,180.57,191.83,1721,1,2,4.99,2.12,359.99,2.93,1.23,157.16,191.84,163.42,191.84,0.50,0.40,99.00,
S000001_002.trj,3250.80,157.34,188.54,0.00,0.00,0.00,5.33,0.93,2.47,2.47,0.47,19.10,5:22,lane change,0.85,14.63,1709,1,1,4.50,2.11,359.99,0.41,0.47,156.63,188.54,157.34,188.54,1718,1,1,4.78,2.02,19.09,1.30,0.46,149.83,188.82,152.51,189.75,0.00,99.00,99.00,
S000001_002.trj,3247.10,194.73,268.50,0.00,2.50,1.90,13.74,0.87,-0.33,-3.11,0.47,0.00,6:00,rear end,13.34,269.96,1725,4,1,4.41,2.05,269.96,12.86,0.47,194.73,268.50,194.71,236.23,1728,4,1,4.99,2.12,269.96,13.74,0.40,194.74,298.75,194.72,256.72,0.00,99.00,0.01,
S000001_002.trj,3247.40,148.98,188.54,0.00,3.00,4.80,10.61,10.50,-0.97,-2.80,5.49,-14.07,6:28,lane change,5.59,0.12,1718,1,1,4.78,2.02,14.06,0.11,5.49,148.98,188.54,160.93,191.53,1727,1,1,4.99,2.12,359.99,10.61,5.02,112.66,188.54,144.23,188.54,0.00,99.00,99.00,
S000001_002.trj,3247.80,198.01,239.83,0.00,1.80,2.40,13.57,4.29,-0.49,-3.24,2.24,0.00,6:00,rear end,11.53,269.96,1724,4,2,4.78,2.02,269.96,9.29,2.24,198.01,248.45,198.00,223.36,1726,4,2,4.99,2.12,269.96,13.57,2.05,198.04,286.69,198.00,231.24,0.00,0.90,99.00,
S000001_002.trj,3283.40,207.03,128.41,0.00,2.10,3.20,13.68,2.67,-0.55,-3.21,1.52,0.00,6:00,rear end,12.54,89.99,1741,3,1,3.56,1.88,89.99,11.01,1.52,207.03,127.33,207.03,148.61,1743,3,1,4.32,2.06,89.99,13.68,1.15,207.02,82.91,207.03,136.92,0.00,99.00,0.13,
S000001_002.trj,3288.90,203.74,162.83,0.00,2.30,2.50,7.78,7.41,-2.55,-3.11,4.34,0.00,6:00,rear end,3.44,89.99,1738,3,2,4.50,2.11,89.99,0.37,3.07,203.74,161.98,203.74,174.90,1745,3,2,3.56,1.88,89.99,7.78,4.34,203.73,142.46,203.74,159.03,0.00,99.00,1.78,
S000001_002.trj,3288.60,207.03,148.65,0.00,1.90,2.40,2.81,2.81,-2.27,-2.27,1.60,13.48,5:33,lane change,1.60,103.48,1741,3,1,3.56,1.88,90.00,0.00,1.60,207.03,148.65,207.03,148.65,1743,3,1,4.32,2.06,103.48,2.81,1.21,207.03,139.47,205.77,144.74,0.00,99.00,99.00,
S000001_002.trj,3292.60,194.71,235.79,0.00,3.00,3.90,2.37,1.94,-3.14,-3.14,1.19,-2.00,6:04,rear end,1.19,268.42,1728,4,1,4.99,2.12,269.96,0.43,0.75,194.71,235.79,194.70,228.60,1746,4,1,3.56,1.88,267.97,2.37,1.19,194.94,245.84,194.73,239.98,1.00,0.50,99.00,
S000001_002.trj,3331.50,227.02,201.18,0.00,1.70,2.40,4.06,3.99,-2.87,-5.00,2.06,0.00,5:59,rear end,2.00,179.99,1761,2,1,4.50,2.11,179.99,0.07,1.93,227.29,201.18,218.68,201.18,1763,2,1,4.32,2.06,179.99,4.06,2.06,238.22,201.18,231.37,201.18,1.00,0.30,99.00,
S000001_002.trj,3332.40,175.49,188.53,0.00,1.90,2.00,4.79,3.96,-5.87,-6.83,2.06,0.00,5:59,rear end,2.73,359.99,1754,1,1,4.75,2.03,359.99,0.84,1.90,175.18,188.53,182.32,188.53,1765,1,1,4.32,2.06,359.99,4.79,2.06,163.44,188.54,170.97,188.53,1.00,0.30,99.00,
S000001_002.trj,3333.30,168.80,191.83,0.00,1.80,2.30,4.90,4.65,-2.58,-4.16,2.32,-0.01,6:00,rear end,2.58,359.98,1760,1,2,4.50,2.11,359.99,0.26,2.32,168.47,191.83,196.11,191.83,1766,1,2,4.50,2.11,359.98,4.90,2.32,155.64,191.84,172.81,191.83,0.50,0.30,99.00,
S000001_002.trj,3374.60,207.04,175.18,0.00,1.80,2.80,3.20,3.20,-2.18,-2.27,1.67,0.00,5:59,rear end,1.67,89.99,1764,3,1,4.32,2.06,89.99,0.00,1.67,207.04,175.14,207.04,186.26,1779,3,1,4.75,2.03,89.99,3.20,1.53,207.04,164.97,207.04,170.65,1.00,0.30,99.00,
S000001_002.trj,3376.90,194.70,221.95,0.00,2.10,2.40,8.83,8.36,-2.86,-3.28,4.41,0.00,6:00,rear end,4.43,269.96,1773,4,1,4.99,2.12,269.96,0.47,3.95,194.70,223.13,194.69,209.34,1781,4,1,4.50,2.11,269.96,8.83,4.41,194.71,245.26,194.70,226.52,0.00,99.00,0.88,
S000001_002.trj,3423.30,168.91,191.83,0.00,1.70,2.30,3.52,3.27,-2.92,-3.84,1.72,0.00,6:00,rear end,1.97,359.99,1801,1,2,4.50,2.11,359.99,0.24,1.72,168.65,191.83,176.50,191.83,1807,1,2,4.99,2.12,359.99,3.52,1.55,158.41,191.84,164.19,191.84,1.00,0.30,99.00,
S000001_002.trj,3423.80,233.00,200.99,0.00,2.20,2.50,11.46,11.46,-1.66,-3.03,5.83,-12.81,6:26,lane change,5.83,178.71,1803,2,1,4.41,2.05,191.52,0.00,5.83,234.32,201.18,220.35,198.33,1809,2,1,4.59,2.04,178.71,11.46,5.63,272.97,200.38,237.49,201.18,0.00,99.00,99.00,
S000001_002.trj,3445.00,195.30,230.84,0.00,0.00,0.00,14.31,10.76,-0.55,-3.12,5.38,25.77,5:08,rear end,9.05,268.49,1817,4,2,4.50,2.11,248.39,4.11,5.38,197.35,236.01,195.30,230.84,1819,4,1,4.50,2.11,274.16,14.31,5.38,194.73,276.80,197.79,234.72,0.00,99.00,99.00,
S000001_002.trj,3444.80,196.45,246.36,0.00,1.80,2.90,14.73,4.18,-0.54,-3.06,2.21,-3.67,6:07,rear end,12.78,271.41,1819,4,2,4.50,2.11,273.64,10.62,2.21,196.45,246.36,197.99,222.11,1822,4,2,4.99,2.12,269.96,14.73,1.98,198.04,290.65,198.00,230.44,0.25,99.00,0.21,
S000001_002.trj,3448.60,195.30,230.84,0.00,0.00,0.00,14.73,14.61,-0.54,-3.06,7.70,12.67,5:35,rear end,7.82,269.87,1817,4,1,4.50,2.11,257.29,0.12,7.70,195.31,230.87,195.30,230.84,1822,4,2,4.99,2.12,269.96,14.73,6.91,198.03,278.86,198.00,234.68,0.00,99.00,99.00,
S000001_002.trj,3468.40,195.30,230.84,0.00,1.00,1.30,2.48,2.48,-2.07,-2.07,1.25,11.21,5:38,rear end,1.23,269.96,1817,4,1,4.50,2.11,258.75,0.00,1.23,195.30,230.84,195.18,230.24,1831,4,2,4.59,2.04,269.96,2.48,1.25,198.01,237.51,198.00,234.79,0.00,99.00,99.00,
S000001_002.trj,3467.20,198.00,228.97,0.00,1.50,2.80,2.48,2.48,-2.07,-2.07,1.31,0.00,5:59,rear end,1.16,269.96,1822,4,2,4.99,2.12,269.96,0.00,1.16,198.00,229.01,198.00,220.52,1831,4,2,4.59,2.04,269.96,2.48,1.31,198.01,237.51,198.00,233.74,1.00,0.30,99.00,
S000001_002.trj,3468.80,137.83,188.54,0.00,2.80,1.80,15.35,0.82,-0.27,-2.41,0.49,0.00,6:00,rear end,14.87,359.99,1833,1,1,4.75,2.03,359.99,14.53,0.34,137.83,188.54,167.70,188.53,1835,1,1,3.56,1.88,359.99,15.35,0.49,107.98,188.55,143.76,188.54,0.00,99.00,0.01,
S000001_002.trj,3510.90,207.03,146.59,0.00,1.80,2.90,15.88,3.50,-0.55,-3.10,1.91,0.00,6:00,rear end,14.29,89.99,1856,3,1,4.20,1.91,89.99,12.38,1.91,207.03,146.59,207.04,174.97,1861,3,1,4.75,2.03,89.99,15.88,1.59,207.03,99.15,207.04,165.32,0.00,1.30,0.05,
S000001_002.trj,3514.00,168.96,191.83,0.00,2.70,2.80,11.01,11.01,-1.47,-2.24,6.32,0.00,6:00,rear end,6.32,359.99,1843,1,2,3.56,1.88,359.99,0.00,6.32,167.95,191.83,182.91,191.83,1860,1,2,4.41,2.05,359.99,11.01,4.69,131.22,191.84,165.33,191.84,0.00,99.00,99.00,
S000001_002.trj,3514.60,231.88,201.18,0.00,2.70,3.10,6.88,5.48,-2.40,-2.56,2.86,0.00,5:59,rear end,4.01,179.99,1848,2,1,4.99,2.12,179.99,1.40,2.61,232.35,201.18,222.32,201.18,1859,2,1,4.75,2.03,179.99,6.88,2.86,251.69,201.18,236.58,201.18,0.00,99.00,0.57,
S000001_002.trj,3513.40,203.74,158.05,0.00,2.30,3.30,14.09,4.67,-0.56,-3.23,2.33,0.00,5:59,rear end,11.75,89.99,1858,3,2,4.75,2.03,89.99,9.42,2.33,203.74,157.12,203.74,174.94,1862,3,2,4.75,2.03,89.99,14.09,2.33,203.73,110.62,203.74,165.10,0.00,99.00,0.16,
S000001_002.trj,3521.80,198.00,232.02,0.00,2.30,3.30,15.18,5.18,-0.58,-3.35,2.80,3.09,5:54,lane change,12.39,271.70,1865,4,2,4.50,2.11,269.97,10.04,2.37,198.01,235.81,197.99,216.14,1866,4,1,4.20,1.91,273.05,15.18,2.80,194.74,284.16,197.83,226.03,0.00,99.00,0.24,
S000001_002.trj,3557.30,198.01,235.13,0.00,1.70,2.60,3.33,3.33,-2.31,-2.31,1.70,-10.18,6:20,rear end,1.70,259.79,1876,4,2,4.41,2.05,269.96,0.00,1.70,198.01,235.13,198.00,233.80,1888,4,2,4.50,2.11,259.79,3.33,1.62,198.01,244.89,197.08,239.75,0.00,0.30,99.00,
S000001_003.trj,906.80,207.03,147.22,0.00,2.00,2.70,12.36,0.33,-0.53,-3.11,0.17,-0.01,6:00,rear end,12.20,89.99,451,3,1,4.75,2.03,89.99,12.36,0.15,207.03,147.22,207.04,174.79,452,3,1,4.33,1.99,89.98,12.03,0.17,207.02,110.97,207.04,160.88,0.00,99.00,99.00,
S000001_003.trj,908.00,207.03,125.41,0.00,2.40,2.00,13.64,1.60,-0.12,-3.14,0.84,0.00,5:59,rear end,12.87,89.99,452,3,1,4.33,1.99,89.99,12.03,0.84,207.03,125.41,207.04,156.05,454,3,1,4.50,2.11,89.99,13.63,0.76,207.02,94.29,207.03,136.59,0.00,99.00,99.00,
S000001_003.trj,908.60,207.02,150.40,0.00,2.50,3.60,13.52,4.04,-0.17,-3.14,2.04,2.10,5:56,lane change,11.50,91.17,453,3,1,4.75,2.03,89.94,9.51,2.00,207.02,150.40,207.04,168.44,454,3,1,4.50,2.11,92.04,13.52,2.04,207.03,105.16,205.15,157.87,0.00,99.00,99.00,
S000001_003.trj,945.80,197.99,215.24,0.00,2.80,2.90,15.31,15.19,-1.58,-2.88,7.67,0.00,6:00,rear end,7.65,269.96,461,4,2,4.78,2.02,269.96,0.13,7.52,197.99,216.42,197.98,197.49,471,4,2,4.50,2.11,269.96,15.31,7.67,198.02,265.92,198.00,219.35,0.00,99.00,99.00,
S000001_003.trj,948.30,207.03,101.47,0.00,1.80,2.50,14.35,0.97,-0.27,-2.98,0.49,1.40,5:57,lane change,13.89,90.71,472,3,1,4.50,2.11,89.99,13.44,0.48,207.03,101.47,207.03,135.18,474,3,1,4.59,2.04,91.39,14.35,0.49,207.02,61.78,205.48,125.40,0.00,99.00,99.00,
S000001_003.trj,948.50,207.03,113.61,0.00,1.80,3.70,14.23,3.59,-1.34,-3.36,1.95,-2.65,6:05,lane change,12.31,88.59,472,3,1,4.50,2.11,89.99,10.69,1.65,207.03,113.61,207.03,135.43,475,3,2,4.20,1.91,87.34,14.23,1.95,204.61,68.87,207.03,120.99,0.00,99.00,0.45,
S000001_003.trj,953.70,203.74,148.58,0.00,1.70,2.50,7.84,7.84,-1.01,-6.05,4.02,4.77,5:50,lane change,4.02,94.79,467,3,2,4.32,2.06,90.02,0.00,4.02,203.74,147.63,203.74,165.65,474,3,1,4.59,2.04,94.79,7.84,3.82,206.22,120.15,203.74,149.73,0.00,99.00,2.08,
S000001_003.trj,966.00,244.36,201.18,0.00,2.50,3.60,15.43,6.07,-0.53,-2.98,3.13,-0.03,6:00,rear end,12.49,179.97,478,2,1,4.32,2.06,179.99,9.36,3.13,244.36,201.18,227.00,201.18,480,2,1,4.50,2.11,179.96,15.43,2.93,294.91,201.14,237.93,201.18,0.00,99.00,0.17,
S000001_003.trj,989.60,182.05,191.83,0.00,1.60,2.50,3.05,3.05,-2.27,-2.27,1.61,0.00,6:00,rear end,1.61,359.99,476,1,2,4.33,1.99,359.99,0.00,1.61,181.96,191.83,191.67,191.83,488,1,2,4.75,2.03,359.99,3.05,1.44,172.58,191.83,177.61,191.83,1.00,0.30,99.00,
S000001_003.trj,993.50,231.70,197.88,0.00,1.70,2.20,4.05,3.94,-2.61,-3.76,2.22,0.00,6:00,rear end,1.83,179.99,489,2,2,4.33,1.99,179.99,0.11,1.73,232.02,197.88,207.66,197.89,492,2,2,3.56,1.88,179.99,4.05,2.22,242.05,197.88,227.98,197.88,0.50,99.00,1.66,
S000001_003.trj,1007.40,198.01,244.91,0.00,2.20,3.10,14.43,3.49,-0.53,-3.00,1.96,0.00,6:00,rear end,12.47,269.96,503,4,2,4.33,1.99,269.96,10.94,1.53,198.01,244.91,198.00,222.49,506,4,2,3.56,1.88,269.96,14.43,1.96,198.04,290.23,198.00,233.49,0.00,1.30,99.00,
S000001_003.trj,1010.80,198.02,252.98,0.00,2.10,3.00,15.28,3.92,-0.55,-3.12,2.25,0.00,6:00,rear end,13.61,269.96,506,4,2,3.56,1.88,269.96,11.36,2.25,198.02,252.98,198.00,228.42,511,4,2,4.41,2.05,269.96,15.28,1.67,198.04,299.30,198.01,238.29,0.00,99.00,0.25,
S000001_003.trj,1016.70,207.03,114.60,0.00,2.10,2.40,15.78,1.01,-2.65,-2.65,0.51,-3.05,6:06,lane change,15.49,88.40,514,3,1,4.33,1.99,89.99,15.20,0.51,207.03,114.60,207.04,154.44,515,3,2,4.41,2.05,86.94,15.78,0.49,203.72,74.79,207.01,136.40,0.00,99.00,0.05,
S000001_003.trj,1023.70,194.73,269.79,0.00,2.40,2.60,14.71,1.57,-0.58,-3.31,0.82,0.00,6:00,rear end,13.89,269.96,519,4,1,4.75,2.03,269.96,13.14,0.75,194.73,269.79,194.71,241.51,521,4,1,4.32,2.06,269.96,14.71,0.82,194.75,310.71,194.72,264.79,0.00,99.00,0.09,
S000001_003.trj,1027.80,203.73,128.19,0.00,2.20,3.60,15.94,5.64,-0.53,-2.98,2.92,3.09,5:54,lane change,13.03,91.81,520,3,2,4.33,1.99,89.99,10.34,2.72,203.73,127.17,203.73,147.18,522,3,1,4.20,1.91,93.08,15.94,2.92,207.02,75.90,203.79,135.90,0.00,99.00,0.27,
S000001_003.trj,1031.90,207.03,105.05,0.00,1.80,2.80,13.32,1.24,-1.64,-1.64,0.64,0.00,6:00,rear end,12.67,89.99,523,3,1,4.75,2.03,89.99,12.08,0.59,207.03,105.05,207.03,137.41,524,3,1,4.32,2.06,89.99,13.32,0.64,207.02,69.44,207.03,124.53,0.00,99.00,0.09,
S000001_003.trj,1038.00,245.86,197.88,0.00,1.70,3.00,15.43,3.33,-0.55,-3.13,1.69,0.00,6:00,rear end,13.79,179.99,525,2,2,4.33,1.99,179.99,12.10,1.69,245.86,197.88,219.86,197.88,530,2,2,4.32,2.06,179.99,15.43,1.64,293.26,197.87,230.36,197.88,0.00,1.40,99.00,
S000001_003.trj,1040.50,198.00,234.52,0.00,2.00,3.00,2.95,2.76,-2.58,-3.73,1.42,0.00,5:59,rear end,1.62,269.96,511,4,2,4.41,2.05,269.96,0.19,1.42,198.00,234.63,198.00,225.31,527,4,2,4.78,2.02,269.96,2.95,1.33,198.01,244.67,198.01,239.11,1.00,0.35,99.00,
S000001_003.trj,1041.30,194.71,244.51,0.00,2.10,3.80,1.60,1.60,-1.71,-1.71,0.87,0.00,5:59,rear end,0.87,269.96,521,4,1,4.32,2.06,269.96,0.00,0.87,194.71,244.52,194.71,235.41,528,4,1,4.99,2.12,269.96,1.60,0.73,194.72,252.43,194.71,249.13,1.00,0.40,99.00,
S000001_003.trj,1040.40,194.72,256.20,0.00,2.90,4.60,11.65,7.26,-1.26,-3.71,3.85,-0.05,6:00,rear end,7.80,269.93,528,4,1,4.99,2.12,269.96,4.39,3.41,194.72,256.20,194.71,248.68,531,4,1,4.59,2.04,269.91,11.65,3.85,194.78,298.07,194.72,258.21,0.00,0.60,99.00,
S000001_003.trj,1079.80,181.99,191.83,0.00,1.80,2.50,5.23,5.23,-2.26,-4.07,2.63,0.27,5:59,rear end,2.63,0.26,536,1,2,4.32,2.06,359.99,0.00,2.63,181.85,191.83,191.93,191.83,541,1,2,4.41,2.05,0.26,5.23,2.59,167.98,191.79,177.80,191.83,0.00,0.30,99.00,
S000001_003.trj,1081.70,174.87,191.83,0.00,2.80,1.40,4.41,1.92,-1.06,-1.06,1.03,-0.01,6:00,rear end,3.53,359.99,541,1,2,4.41,2.05,0.00,2.50,1.03,174.62,191.83,198.86,191.83,545,1,2,4.99,2.12,359.99,4.41,0.88,164.60,191.84,180.09,191.83,0.50,0.50,99.00,
S000001_003.trj,1084.70,194.72,260.32,0.00,2.60,1.50,14.30,2.72,-0.53,-1.67,1.43,0.00,5:59,rear end,13.01,269.96,548,4,1,4.50,2.11,269.96,14.30,1.30,194.72,260.32,194.70,226.55,547,4,1,4.33,1.99,269.96,11.58,1.43,194.73,281.32,194.71,246.65,0.00,99.00,0.28,
S000001_003.trj,1088.00,194.72,253.52,0.00,1.70,2.60,15.59,4.01,-0.55,-3.48,2.03,0.00,5:59,rear end,13.61,269.96,547,4,1,4.33,1.99,269.96,11.58,2.03,194.72,253.52,194.70,223.48,553,4,1,4.32,2.06,269.96,15.59,1.97,194.74,296.19,194.70,234.46,0.00,1.10,99.00,
